"id","Moves_identifier","identifier","power","pp","accuracy","priority","Move_targets_identifier","Move_damage_classes_identifier","short_effect","effect","effect_chance","Move_meta_categories_identifier","Move_meta_ailments_identifier","min_hits","max_hits","min_turns","max_turns","drain","healing","crit_rate","ailment_chance","flinch_chance","stat_chance","flavor_text","stat_id","effectivity","flags","change"
343,"covet","normal","60",25,"100",0,"selected-pokemon","physical","Takes the target's item.","Inflicts [regular damage]{mechanic:regular-damage}.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.

Pokémon with []{ability:sticky-hold} or []{abili",,"damage","none",,,,,0,0,0,0,0,0,"The user endearingly approaches
the target, then steals the target’s
held item.",,,,
344,"volt-tackle","electric","120",15,"100",0,"selected-pokemon","physical","User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to paralyze the target.","Inflicts [regular damage]{mechanic:regular-damage}.  User takes 1/3 the damage it inflicts in recoil.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target.","10","damage+ailment","paralysis",,,,,-33,0,0,10,0,0,"The user electrifies itself, then charges.
This also damages the user quite a lot.
This may leave the target with paralysis.",,,,
345,"magical-leaf","grass","60",20,,0,"selected-pokemon","special","Never misses.","Inflicts [regular damage]{mechanic:regular-damage}.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.",,"damage","none",,,,,0,0,0,0,0,0,"The user scatters curious leaves
that chase the target.
This attack never misses.",,,,
346,"water-sport","water",,15,,0,"entire-field","status","Halves all Fire-type damage.","[]{type:fire} moves inflict half damage, regardless of target.  If the user leaves the [field]{mechanic:field}, this effect ends.",,"whole-field-effect","none",,,,,0,0,0,0,0,0,"The user soaks itself with water.
This weakens Fire-type moves
for five turns.",,,,
347,"calm-mind","psychic",,20,,0,"user","status","Raises the user's Special Attack and Special Defense by one stage.","Raises the user's [Special Attack]{mechanic:special-attack} and [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage} each.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user quietly focuses its mind and
calms its spirit to raise its Sp. Atk and
Sp. Def stats.","5",,,"1"
348,"leaf-blade","grass","90",15,"100",0,"selected-pokemon","physical","Has an increased chance for a critical hit.","Inflicts [regular damage]{mechanic:regular-damage}.  User's [critical hit]{mechanic:critical-hit} rate is one level higher when using this move.",,"damage","none",,,,,0,0,1,0,0,0,"The user handles a sharp leaf like a
sword and attacks by cutting its target.
Critical hits land more easily.",,,,
349,"dragon-dance","dragon",,20,,0,"user","status","Raises the user's Attack and Speed by one stage.","Raises the user's [Attack]{mechanic:attack} and [Speed]{mechanic:speed} by one [stage]{mechanic:stage} each.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user vigorously performs a mystic,
powerful dance that raises its Attack and
Speed stats.","6",,,"1"
350,"rock-blast","rock","25",10,"90",0,"selected-pokemon","physical","Hits 2-5 times in one turn.","Inflicts [regular damage]{mechanic:regular-damage}.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",,"damage","none","2","5",,,0,0,0,0,0,0,"The user hurls hard rocks at the target.
Two to five rocks are launched in a row.",,,,
351,"shock-wave","electric","60",20,,0,"selected-pokemon","special","Never misses.","Inflicts [regular damage]{mechanic:regular-damage}.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.",,"damage","none",,,,,0,0,0,0,0,0,"The user strikes the target with a quick
jolt of electricity.
This attack never misses.",,,,
352,"water-pulse","water","60",20,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to confuse the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [confuse]{mechanic:confuse} the target.","20","damage+ailment","confusion",,,"2","5",0,0,0,20,0,0,"The user attacks the target with
a pulsing blast of water.
This may also confuse the target.",,,,
353,"doom-desire","steel","140",5,"100",0,"selected-pokemon","special","Hits the target two turns later.","Inflicts [typeless]{mechanic:typeless} [regular damage]{mechanic:regular-damage} at the end of the third turn, starting with this one.  This move cannot score a [critical hit]{mechanic:critical-hit}.  If the target [switches out]{mechanic:switches-out}, i",,"unique","none",,,,,0,0,0,0,0,0,"Two turns after this move is used, the
user blasts the target with a
concentrated bundle of light.",,,,
354,"psycho-boost","psychic","140",5,"90",0,"selected-pokemon","special","Lowers the user's Special Attack by two stages after inflicting damage.","Inflicts [regular damage]{mechanic:regular-damage}, then lowers the user's [Special Attack]{mechanic:special-attack} by two [stages]{mechanic:stage}.","100","damage+raise","none",,,,,0,0,0,0,0,100,"The user attacks the target at full power.
The attack’s recoil harshly lowers the
user’s Sp. Atk stat.","4",,,"-2"
355,"roost","flying",,10,,0,"user","status","Heals the user by half its max HP.","Heals the user for half its max [HP]{mechanic:hp}.  If the user is []{type:flying}, its []{type:flying} type is ignored until the end of this turn.",,"heal","none",,,,,0,50,0,0,0,0,"The user lands and rests its body.
It restores the user’s HP by up to
half of its max HP.",,,,
356,"gravity","psychic",,5,,0,"entire-field","status","Disables moves and immunities that involve flying or levitating for five turns.","For five turns (including this one), all immunities to []{type:ground} moves are disabled.  For the duration of this effect, the [evasion]{mechanic:evasion} of every Pokémon on the field is lowered by two [stages]{mechanic:stage}.  Cancels the effects of",,"whole-field-effect","none",,,,,0,0,0,0,0,0,"Gravity is intensified for five turns,
making moves involving flying unusable
and negating Levitate.",,,,
357,"miracle-eye","psychic",,40,,0,"selected-pokemon","status","Forces the target to have no evasion, and allows it to be hit by Psychic moves even if it's Dark.","Resets the target's [evasion]{mechanic:evasion} to normal and prevents any further boosting until the target leaves the [field]{mechanic:field}.  A []{type:dark} Pokémon under this effect takes normal damage from []{type:psychic} moves.  This move itself",,"ailment","no-type-immunity",,,,,0,0,0,0,0,0,"Enables a Dark-type target to be hit by
Psychic-type attacks. This also enables
an evasive target to be hit.",,,,
358,"wake-up-slap","fighting","70",10,"100",0,"selected-pokemon","physical","If the target is asleep, has double power and wakes it up.","Inflicts [regular damage]{mechanic:regular-damage}.  If the target is [sleep]{mechanic:sleep}ing, this move has double power, and the target wakes up.",,"damage","none",,,,,0,0,0,0,0,0,"This attack inflicts big damage on a
sleeping target. This also wakes the target
up, however.",,,,
359,"hammer-arm","fighting","100",10,"90",0,"selected-pokemon","physical","Lowers user's Speed by one stage.","Inflicts [regular damage]{mechanic:regular-damage}, then lowers the user's [Speed]{mechanic:speed} by one [stage]{mechanic:stage}.","100","damage+raise","none",,,,,0,0,0,0,0,100,"The user swings and hits with its strong
and heavy fist.
It lowers the user’s Speed, however.","6",,,"-1"
360,"gyro-ball","steel",,5,"100",0,"selected-pokemon","physical","Power raises when the user has lower Speed, up to a maximum of 150.","Inflicts [regular damage]{mechanic:regular-damage}.  Power increases with the target's current [Speed]{mechanic:speed} compared to the user, given by `1 + 25 * target Speed / user Speed`, capped at 150.",,"damage","none",,,,,0,0,0,0,0,0,"The user tackles the target with a high-speed
spin. The slower the user compared to the
target, the greater the move’s power.",,,,
361,"healing-wish","psychic",,10,,0,"user","status","User faints.  Its replacement has its HP fully restored and any major status effect removed.","User faints.  Its replacement's [HP]{mechanic:hp} is fully restored, and any [major status effect]{mechanic:major-status-effect} is removed.  If the replacement Pokémon is immediately fainted by a switch-in effect, the next replacement is healed by this",,"unique","none",,,,,0,0,0,0,0,0,"The user faints. In return, the Pokémon
taking its place will have its HP restored
and status conditions cured.",,,,
362,"brine","water","65",10,"100",0,"selected-pokemon","special","Has double power against Pokémon that have less than half their max HP remaining.","Inflicts [regular damage]{mechanic:regular-damage}.  If the target has less than half its max [HP]{mechanic:hp} remaining, this move has double power.",,"damage","none",,,,,0,0,0,0,0,0,"If the target’s HP is half or less,
this attack will hit with double
the power.",,,,
363,"natural-gift","normal",,15,"100",0,"selected-pokemon","physical","Power and type depend on the held berry.","Inflicts [regular damage]{mechanic:regular-damage}.  Power and type are determined by the user's held berry.  The berry is consumed.  If the user is not holding a berry, this move will [fail]{mechanic:fail}.",,"damage","none",,,,,0,0,0,0,0,0,"The user draws power to attack by using
its held Berry.
The Berry determines the move’s type and power.",,,,
364,"feint","normal","30",10,"100",2,"selected-pokemon","physical","Hits through Protect and Detect.","Inflicts [regular damage]{mechanic:regular-damage}.  Removes the effects of []{move:detect} or []{move:protect} from the target before hitting.

This move cannot be copied by []{move:mirror-move}, nor selected by []{move:assist} or []{move:metronome}.",,"damage","none",,,,,0,0,0,0,0,0,"An attack that hits a target using
Protect or Detect. This also lifts
the effects of those moves.",,,,
365,"pluck","flying","60",20,"100",0,"selected-pokemon","physical","If target has a berry, inflicts double damage and uses the berry.","Inflicts [regular damage]{mechanic:regular-damage}.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.

If the target is holding a []{item:jaboca-berry} or []{item:rowap-berry}, the berry",,"damage","none",,,,,0,0,0,0,0,0,"The user pecks the target. If the target
is holding a Berry, the user eats it and
gains its effect.",,,,
366,"tailwind","flying",,15,,0,"users-field","status","For three turns, friendly Pokémon have doubled Speed.","For the next three turns, all Pokémon on the user's side of the [field]{mechanic:field} have their original [Speed]{mechanic:speed} doubled.  This effect remains if the user leaves the [field]{mechanic:field}.",,"field-effect","none",,,,,0,0,0,0,0,0,"The user whips up a turbulent whirlwind
that ups the Speed stat of the user and
its allies for four turns.",,,,
367,"acupressure","normal",,30,,0,"user-or-ally","status","Raises one of a friendly Pokémon's stats at random by two stages.","Raises one of the target's stats by two [stages]{mechanic:stage}.  The raised stat is chosen at random from any stats that can be raised by two stages.  If no stat is eligible, this move will [fail]{mechanic:fail}.

If the target has a []{move:substitut",,"unique","none",,,,,0,0,0,0,0,0,"The user applies pressure to stress
points, sharply boosting one of its or
its allies’ stats.",,,,
368,"metal-burst","steel",,10,"100",0,"specific-move","physical","Strikes back at the last Pokémon to hit the user this turn with 1.5× the damage.","Targets the last opposing Pokémon to hit the user with a damaging move this turn.  Inflicts 1.5× the damage that move did to the user.  If there is no eligible target, this move will [fail]{mechanic:fail}.  Type immunity applies, but other type effects",,"damage","none",,,,,0,0,0,0,0,0,"The user retaliates with much greater
power against the opponent
that last inflicted damage on it.",,,,
369,"u-turn","bug","70",20,"100",0,"selected-pokemon","physical","User must switch out after attacking.","Inflicts [regular damage]{mechanic:regular-damage}, then the user immediately [switches out]{mechanic:switches-out}, and the trainer selects a replacement Pokémon from the party.  If the target [faint]{mechanic:faint}s from this attack, the user's traine",,"damage","none",,,,,0,0,0,0,0,0,"After making its attack, the user
rushes back to switch places with
a party Pokémon in waiting.",,,,
370,"close-combat","fighting","120",5,"100",0,"selected-pokemon","physical","Lowers the user's Defense and Special Defense by one stage after inflicting damage.","Inflicts [regular damage]{mechanic:regular-damage}, then lowers the user's [Defense]{mechanic:defense} and [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage} each.","100","damage+raise","none",,,,,0,0,0,0,0,100,"The user fights the target up close
without guarding itself. This also lowers
the user’s Defense and Sp. Def stats.","5",,,"-1"
371,"payback","dark","50",10,"100",0,"selected-pokemon","physical","Power is doubled if the target has already moved this turn.","Inflicts [regular damage]{mechanic:regular-damage}.  If the target uses a move or [switches out]{mechanic:switches-out} this turn before this move is used, this move has double power.",,"damage","none",,,,,0,0,0,0,0,0,"The user stores power, then attacks.
If the user moves after the target,
this attack’s power will be doubled.",,,,
372,"assurance","dark","60",10,"100",0,"selected-pokemon","physical","Power is doubled if the target has already received damage this turn.","Inflicts [regular damage]{mechanic:regular-damage}.  If the target takes damage this turn for any reason before this move is used, this move has double power.",,"damage","none",,,,,0,0,0,0,0,0,"If the target has already taken some
damage in the same turn, this attack’s
power is doubled.",,,,
373,"embargo","dark",,15,"100",0,"selected-pokemon","status","Target cannot use held items.","Target cannot use its held item for five turns.  If the target leaves the [field]{mechanic:field}, this effect ends.

If a Pokémon under this effect uses []{move:bug-bite} or []{move:pluck} on a Pokémon holding a berry, the berry is destroyed but not",,"ailment","embargo",,,"5","5",0,0,0,0,0,0,"This move prevents the target from
using its held item. Its Trainer is
also prevented from using items on it.",,,,
374,"fling","dark",,10,"100",0,"selected-pokemon","physical","Throws held item at the target, power depends on the item.","Inflicts [regular damage]{mechanic:regular-damage}.  Power and type are determined by the user's [held item]{mechanic:held-item}.  The item is consumed.  If the user is not holding an item, or its item has no set type and power, this move will [fail]{mech",,"damage","none",,,,,0,0,0,0,0,0,"The user flings its held item at the target
to attack. This move’s power and effects
depend on the item.",,,,
375,"psycho-shift","psychic",,10,"100",0,"selected-pokemon","status","Transfers the user's major status effect to the target.","If the user has a [major status effect]{mechanic:major-status-effect} and the target does not, the user's status is transferred to the target.",,"unique","none",,,,,0,0,0,0,0,0,"Using its psychic power of suggestion,
the user transfers its status conditions
to the target.",,,,
376,"trump-card","normal",,5,,0,"selected-pokemon","special","Power increases when this move has less PP, up to a maximum of 200.","Inflicts [regular damage]{mechanic:regular-damage}.  Power is determined by the [PP]{mechanic:pp} remaining for this move, after its [PP]{mechanic:pp} cost is deducted.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.

P",,"damage","none",,,,,0,0,0,0,0,0,"The fewer PP this move has,
the greater its power.",,,,
377,"heal-block","psychic",,15,"100",0,"all-opponents","status","Prevents target from restoring its HP for five turns.","For the next five turns, the target may not use any moves that only restore [HP]{mechanic:hp}, and move effects that heal the target are disabled.  Moves that steal [HP]{mechanic:hp} may still be used, but will only inflict damage and not heal the target.",,"ailment","heal-block",,,"5","5",0,0,0,0,0,0,"For five turns, the user prevents the
opposing team from using any moves,
Abilities, or held items that recover HP.",,,,
378,"wring-out","normal",,5,"100",0,"selected-pokemon","special","Power increases against targets with more HP remaining, up to a maximum of 121 power.","Inflicts [regular damage]{mechanic:regular-damage}.  Power directly relates to the target's relative remaining [HP]{mechanic:hp}, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",,"damage","none",,,,,0,0,0,0,0,0,"The user powerfully wrings the target.
The more HP the target has, the greater
the move’s power.",,,,
379,"power-trick","psychic",,10,,0,"user","status","User swaps Attack and Defense.","The user's original [Attack]{mechanic:attack} and [Defense]{mechanic:defense} are swapped.

This effect is passed on by []{move:baton-pass}.",,"unique","none",,,,,0,0,0,0,0,0,"The user employs its psychic power to
switch its Attack with its Defense stat.",,,,
380,"gastro-acid","poison",,10,"100",0,"selected-pokemon","status","Nullifies target's ability until it leaves battle.","The target's ability is disabled as long as it remains on the [field]{mechanic:field}.

This effect is passed on by []{move:baton-pass}.",,"unique","none",,,,,0,0,0,0,0,0,"The user hurls up its stomach acids on
the target. The fluid eliminates the effect
of the target’s Ability.",,,,
381,"lucky-chant","normal",,30,,0,"users-field","status","Prevents the target from scoring critical hits for five turns.","For five turns, opposing Pokémon cannot score [critical hits]{mechanic:critical-hit}.",,"field-effect","none",,,,,0,0,0,0,0,0,"The user chants an incantation toward
the sky, preventing opposing Pokémon
from landing critical hits.",,,,
382,"me-first","normal",,20,,0,"selected-pokemon-me-first","status","Uses the target's move against it before it attacks, with power increased by half.","If the target has selected a damaging move this turn, the user will copy that move and use it against the target, with a 50% increase in power.

If the target moves before the user, this move will [fail]{mechanic:fail}.

This move cannot be copied by",,"damage","none",,,,,0,0,0,0,0,0,"The user cuts ahead of the target to steal and
use the target’s intended move with greater power.
This move fails if it isn’t used first.",,,,
383,"copycat","normal",,20,,0,"user","status","Uses the target's last used move.","Uses the last move that was used successfully by any Pokémon, including the user.

This move cannot copy itself, nor []{move:roar} nor []{move:whirlwind}.

This move cannot be copied by []{move:mirror-move}, nor selected by []{move:assist}, []{move:m",,"unique","none",,,,,0,0,0,0,0,0,"The user mimics the move used immediately
before it. The move fails if no other move
has been used yet.",,,,
384,"power-swap","psychic",,10,,0,"selected-pokemon","status","User swaps Attack and Special Attack changes with the target.","User swaps its [Attack]{mechanic:attack} and [Special Attack]{mechanic:special-attack} [stat modifiers]{mechanic:stat-modifiers} modifiers with the target.",,"unique","none",,,,,0,0,0,0,0,0,"The user employs its psychic power to
switch changes to its Attack and
Sp. Atk stats with the target.",,,,
385,"guard-swap","psychic",,10,,0,"selected-pokemon","status","User swaps Defense and Special Defense changes with the target.","User swaps its [Defense]{mechanic:defense} and [Special Defense]{mechanic:special-defense} modifiers with the target.",,"unique","none",,,,,0,0,0,0,0,0,"The user employs its psychic power to
switch changes to its Defense and
Sp. Def stats with the target.",,,,
386,"punishment","dark",,5,"100",0,"selected-pokemon","physical","Power increases against targets with more raised stats, up to a maximum of 200.","Inflicts [regular damage]{mechanic:regular-damage}.  Power starts at 60 and is increased by 20 for every [stage]{mechanic:stage} any of the target's stats has been raised, capping at 200.  [Accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modi",,"damage","none",,,,,0,0,0,0,0,0,"The more the target has powered
up with stat changes, the greater
the move’s power.",,,,
387,"last-resort","normal","140",5,"100",0,"selected-pokemon","physical","Can only be used after all of the user's other moves have been used.","Inflicts [regular damage]{mechanic:regular-damage}.  This move can only be used if each of the user's other moves has been used at least once since the user entered the [field]{mechanic:field}.  If this is the user's only move, this move will [fail]{mecha",,"damage","none",,,,,0,0,0,0,0,0,"This move can be used only after the user
has used all the other moves it knows
in the battle.",,,,
388,"worry-seed","grass",,10,"100",0,"selected-pokemon","status","Changes the target's ability to Insomnia.","Changes the target's ability to []{ability:insomnia}.

If the target's ability is []{ability:truant} or []{ability:multitype}, this move will [fail]{mechanic:fail}.",,"unique","none",,,,,0,0,0,0,0,0,"A seed that causes worry is planted on
the target. It prevents sleep by making
the target’s Ability Insomnia.",,,,
389,"sucker-punch","dark","80",5,"100",1,"selected-pokemon","physical","Only works if the target is about to use a damaging move.","Inflicts [regular damage]{mechanic:regular-damage}.  If the target has not selected a damaging move this turn, or if the target has already acted this turn, this move will [fail]{mechanic:fail}.

This move is not affected by []{ability:iron-fist}.",,"damage","none",,,,,0,0,0,0,0,0,"This move enables the user to attack
first. This move fails if the target is not
readying an attack.",,,,
390,"toxic-spikes","poison",,20,,0,"opponents-field","status","Scatters poisoned spikes, poisoning opposing Pokémon that switch in.","Scatters poisoned spikes around the opposing [field]{mechanic:field}, which [poison]{mechanic:poison} opposing Pokémon that enter the [field]{mechanic:field}.  A second layer of these spikes may be laid down, in which case Pokémon will be [badly poison]",,"field-effect","none",,,,,0,0,0,0,0,0,"The user lays a trap of poison spikes at the
opposing team’s feet. They poison
opposing Pokémon that switch into battle.",,,,
391,"heart-swap","psychic",,10,,0,"selected-pokemon","status","User and target swap stat changes.","User swaps its [stat modifiers]{mechanic:stat-modifiers} with the target.",,"unique","none",,,,,0,0,0,0,0,0,"The user employs its psychic power to
switch stat changes with the target.",,,,
392,"aqua-ring","water",,20,,0,"user","status","Restores 1/16 of the user's max HP each turn.","Restores 1/16 of the user's max [HP]{mechanic:hp} at the end of each turn.  If the user leaves the [field]{mechanic:field}, this effect ends.

This effect is passed on by []{move:baton-pass}.",,"unique","none",,,,,0,0,0,0,0,0,"The user envelops itself in a veil made
of water. It regains some HP every turn.",,,,
393,"magnet-rise","electric",,10,,0,"user","status","User is immune to Ground moves and effects for five turns.","For five turns, the user is immune to []{type:ground} moves.

If the user is under the effect of []{move:ingrain} or has []{ability:levitate}, this move will [fail]{mechanic:fail}.

This effect is temporarily disabled by and cannot be used during []{m",,"unique","none",,,"5","5",0,0,0,0,0,0,"The user levitates using electrically
generated magnetism for five turns.",,,,
394,"flare-blitz","fire","120",15,"100",0,"selected-pokemon","physical","User takes 1/3 the damage inflicted in recoil.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  User takes 1/3 the damage it inflicts in recoil.  Has a $effect_chance% chance to [burn]{mechanic:burn} the target.  [Frozen]{mechanic:frozen} Pokémon may use this move, in which case they will thaw.","10","damage+ailment","burn",,,,,-33,0,0,10,0,0,"The user cloaks itself in fire and charges the target.
This also damages the user quite a lot.
This may leave the target with a burn.",,,,
395,"force-palm","fighting","60",10,"100",0,"selected-pokemon","physical","Has a $effect_chance% chance to [paralyze]{mechanic:paralysis} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [paralyze]{mechanic:paralyze} the target.","30","damage+ailment","paralysis",,,,,0,0,0,30,0,0,"The target is attacked with a shock wave.
This may also leave the target
with paralysis.",,,,
396,"aura-sphere","fighting","80",20,,0,"selected-pokemon","special","Never misses.","Inflicts [regular damage]{mechanic:regular-damage}.  Ignores [accuracy]{mechanic:accuracy} and [evasion]{mechanic:evasion} modifiers.",,"damage","none",,,,,0,0,0,0,0,0,"The user lets loose a blast of aura power
from deep within its body at the target.
This attack never misses.",,,,
397,"rock-polish","rock",,20,,0,"user","status","Raises the user's Speed by two stages.","Raises the user's [Speed]{mechanic:speed} by two [stages]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user polishes its body to reduce drag.
This can sharply raise the Speed stat.","6",,,"2"
398,"poison-jab","poison","80",20,"100",0,"selected-pokemon","physical","Has a $effect_chance% chance to [poison]{mechanic:poison} the target.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to [poison]{mechanic:poison} the target.","30","damage+ailment","poison",,,,,0,0,0,30,0,0,"The target is stabbed with a tentacle or
arm steeped in poison. This may also
poison the target.",,,,
399,"dark-pulse","dark","80",15,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to make the target flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to make the target []{mechanic:flinch}.","20","damage","none",,,,,0,0,0,0,20,0,"The user releases a horrible aura imbued
with dark thoughts.
This may also make the target flinch.",,,,
400,"night-slash","dark","70",15,"100",0,"selected-pokemon","physical","Has an increased chance for a critical hit.","Inflicts [regular damage]{mechanic:regular-damage}.  User's [critical hit]{mechanic:critical-hit} rate is one level higher when using this move.",,"damage","none",,,,,0,0,1,0,0,0,"The user slashes the target
the instant an opportunity arises.
Critical hits land more easily.",,,,
401,"aqua-tail","water","90",10,"90",0,"selected-pokemon","physical","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user attacks by swinging its tail as if
it were a vicious wave in a raging storm.",,,,
402,"seed-bomb","grass","80",15,"100",0,"selected-pokemon","physical","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user slams a barrage of hard-shelled
seeds down on the target from above.",,,,
403,"air-slash","flying","75",15,"95",0,"selected-pokemon","special","Has a $effect_chance% chance to make the target flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to make the target []{mechanic:flinch}.","30","damage","none",,,,,0,0,0,0,30,0,"The user attacks with a blade of air that
slices even the sky. This may also make the
target flinch.",,,,
404,"x-scissor","bug","80",15,"100",0,"selected-pokemon","physical","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user slashes at the target by
crossing its scythes or claws as if
they were a pair of scissors.",,,,
405,"bug-buzz","bug","90",10,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage}.","10","damage+lower","none",,,,,0,0,0,0,0,10,"The user vibrates its wings to generate a
damaging sound wave. This may also lower
the target’s Sp. Def stat.","5",,,"-1"
406,"dragon-pulse","dragon","85",10,"100",0,"selected-pokemon","special","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The target is attacked with a shock wave
generated by the user’s gaping mouth.",,,,
407,"dragon-rush","dragon","100",10,"75",0,"selected-pokemon","physical","Has a $effect_chance% chance to make the target flinch.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to make the target []{mechanic:flinch}.","20","damage","none",,,,,0,0,0,0,20,0,"The user tackles the target while
exhibiting overwhelming menace.
This may also make the target flinch.",,,,
408,"power-gem","rock","80",20,"100",0,"selected-pokemon","special","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user attacks with a ray of light that
sparkles as if it were made of gemstones.",,,,
409,"drain-punch","fighting","75",10,"100",0,"selected-pokemon","physical","Drains half the damage inflicted to heal the user.","Inflicts [regular damage]{mechanic:regular-damage}.  [Drains]{mechanic:drain} half the damage inflicted to heal the user.",,"damage+heal","none",,,,,50,0,0,0,0,0,"An energy-draining punch. The user’s
HP is restored by half the damage taken
by the target.",,,,
410,"vacuum-wave","fighting","40",30,"100",1,"selected-pokemon","special","Inflicts regular damage with no additional effect.","Inflicts [regular damage]{mechanic:regular-damage}.",,"damage","none",,,,,0,0,0,0,0,0,"The user whirls its fists to send a wave
of pure vacuum at the target.
This move always goes first.",,,,
411,"focus-blast","fighting","120",5,"70",0,"selected-pokemon","special","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage}.","10","damage+lower","none",,,,,0,0,0,0,0,10,"The user heightens its mental focus and
unleashes its power.
This may also lower the target’s Sp. Def.","5",,,"-1"
412,"energy-ball","grass","90",10,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage}.","10","damage+lower","none",,,,,0,0,0,0,0,10,"The user draws power from nature and
fires it at the target.
This may also lower the target’s Sp. Def.","5",,,"-1"
413,"brave-bird","flying","120",15,"100",0,"selected-pokemon","physical","User receives 1/3 the damage inflicted in recoil.","Inflicts [regular damage]{mechanic:regular-damage}.  User takes 1/3 the damage it inflicts in recoil.",,"damage","none",,,,,-33,0,0,0,0,0,"The user tucks in its wings and charges
from a low altitude.
This also damages the user quite a lot.",,,,
414,"earth-power","ground","90",10,"100",0,"selected-pokemon","special","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","Inflicts [regular damage]{mechanic:regular-damage}.  Has a $effect_chance% chance to lower the target's [Special Defense]{mechanic:special-defense} by one [stage]{mechanic:stage}.","10","damage+lower","none",,,,,0,0,0,0,0,10,"The user makes the ground under
the target erupt with power.
This may also lower the target’s Sp. Def.","5",,,"-1"
415,"switcheroo","dark",,10,"100",0,"selected-pokemon","status","User and target swap items.","User and target permanently swap [held item]{mechanic:held-item}s.  Works even if one of the Pokémon isn't holding anything.  If either Pokémon is holding mail, this move will [fail]{mechanic:fail}.

If either Pokémon has []{ability:multitype} or []{",,"unique","none",,,,,0,0,0,0,0,0,"The user trades held items with the target
faster than the eye can follow.",,,,
416,"giga-impact","normal","150",5,"90",0,"selected-pokemon","physical","User foregoes its next turn to recharge.","Inflicts [regular damage]{mechanic:regular-damage}.  User loses its next turn to ""recharge"", and cannot attack or [switch]{mechanic:switch} out during that turn.",,"damage","none",,,,,0,0,0,0,0,0,"The user charges at the target using
every bit of its power.
The user can’t move on the next turn.",,,,
417,"nasty-plot","dark",,20,,0,"user","status","Raises the user's Special Attack by two stages.","Raises the user's [Special Attack]{mechanic:special-attack} by two [stages]{mechanic:stage}.",,"net-good-stats","none",,,,,0,0,0,0,0,0,"The user stimulates its brain by thinking
bad thoughts.
This sharply raises the user’s Sp. Atk.","4",,,"2"
