"id","identifier","species_id","height","weight","gender_rate","flavor_text"
336,"seviper",336,27,525,4,"Seviper’s swordlike tail serves two purposes—it slashes foes
and douses them with secreted poison. This Pokémon will not
give up its long-running blood feud with Zangoose."
337,"lunatone",337,10,1680,-1,"Lunatone becomes active around the time of the full moon.
Instead of walking, it moves by floating in midair.
The Pokémon’s intimidating red eyes cause all those who
see it to become transfixed with fear."
338,"solrock",338,12,1540,-1,"Sunlight is the source of Solrock’s power. It is said to possess
the ability to read the emotions of others. This Pokémon gives
off intense heat while rotating its body."
339,"barboach",339,4,19,4,"Barboach’s body is covered with a slimy film. If a foe grabs it,
this Pokémon just slips out of the enemy’s grip. This Pokémon
grows weak if the slimy coating dries up."
340,"whiscash",340,9,236,4,"If Whiscash goes on a wild rampage, it sets off a quake-like
tremor with a radius of over three miles. This Pokémon has
the ability to predict real earthquakes."
341,"corphish",341,6,115,4,"Corphish catches prey with its sharp claws. It has no
likes or dislikes when it comes to food—it will eat anything.
This Pokémon has no trouble living in filthy water."
342,"crawdaunt",342,11,328,4,"Crawdaunt molts (sheds) its shell regularly. Immediately after
molting, its shell is soft and tender. Until the shell hardens,
this Pokémon hides in its streambed burrow to avoid attack
from its foes."
343,"baltoy",343,5,215,-1,"As soon as it spots others of its kind, Baltoy congregates with
them and then begins crying noisily in unison. This Pokémon
sleeps while cleverly balancing itself on its one foot."
344,"claydol",344,15,1080,-1,"Claydol is an enigma that appeared from a clay statue made by
an ancient civilization dating back 20,000 years. This Pokémon
shoots beams from both its hands."
345,"lileep",345,10,238,1,"Lileep is an ancient Pokémon that was regenerated from a
fossil. It remains permanently anchored to a rock. From its
immobile perch, this Pokémon intently scans for prey with its
two eyes."
346,"cradily",346,15,604,1,"Cradily’s body serves as an anchor, preventing it from being
washed away in rough seas. This Pokémon secretes a strong
digestive fluid from its tentacles."
347,"anorith",347,7,125,1,"Anorith is said to be a type of Pokémon predecessor, with
eight wings at the sides of its body. This Pokémon swam in the
primordial sea by undulating these eight wings."
348,"armaldo",348,15,682,1,"Armaldo is a Pokémon species that became extinct in
prehistoric times. This Pokémon is said to have walked
on its hind legs, which would have been more convenient
for life on land."
349,"feebas",349,6,74,4,"While Feebas’s body is in tatters, it has a hardy and tenacious
life force that enables it to live anywhere. However, this
Pokémon is also slow and dimwitted, making it an easy catch."
350,"milotic",350,62,1620,4,"Milotic live at the bottom of large lakes. When this
Pokémon’s body glows a vivid pink, it releases a pulsing
wave of energy that brings soothing calm to troubled hearts."
351,"castform",351,3,8,4,"Castform borrows the power of nature to transform itself
into the guises of the sun, rain, and snow-clouds.
This Pokémon’s feelings change with the weather."
352,"kecleon",352,10,220,4,"Kecleon alters its body coloration to blend in with its
surroundings, allowing it to sneak up on its prey unnoticed.
Then it lashes out with its long, stretchy tongue to instantly
ensnare the unsuspecting target."
353,"shuppet",353,6,23,4,"Shuppet grows by feeding on dark emotions, such as
vengefulness and envy, in the hearts of people. It roams
through cities in search of grudges that taint people."
354,"banette",354,11,125,4,"A cursed energy permeated the stuffing of a discarded and
forgotten plush doll, giving it new life as Banette.
The Pokémon’s energy would escape if it were to ever open
its mouth."
355,"duskull",355,8,150,4,"Duskull wanders lost among the deep darkness of midnight.
There is an oft-told admonishment given to misbehaving
children that this Pokémon will spirit away bad children who
earn scoldings from their mothers."
356,"dusclops",356,16,306,4,"Dusclops absorbs anything, however large the object may be.
This Pokémon hypnotizes its foe by waving its hands in a
macabre manner and by bringing its single eye to bear.
The hypnotized foe is made to do Dusclops’s bidding."
357,"tropius",357,20,1000,4,"Children of the southern tropics eat as snacks the fruit that
grows in bunches around the neck of Tropius. This Pokémon
flies by flapping the leaves on its back as if they were wings."
358,"chimecho",358,6,10,4,"In high winds, Chimecho cries as it hangs from a tree branch or
the eaves of a building using a suction cup on its head. This
Pokémon plucks berries with its long tail and eats them."
359,"absol",359,12,470,4,"Absol has the ability to foretell the coming of natural disasters.
It lives in a harsh, rugged mountain environment. This
Pokémon very rarely ventures down from the mountains."
360,"wynaut",360,6,140,4,"Wynaut gather on moonlit nights to play by squeezing up
against each other. By being squeezed, this Pokémon gains
endurance and is trained to dole out powerful counterattacks."
361,"snorunt",361,7,168,4,"Snorunt survives by eating only snow and ice. Old folklore
claims that a house visited by this Pokémon is sure to prosper
for many generations to come."
362,"glalie",362,15,2565,4,"Glalie has the ability to freely control ice. For example, it can
instantly freeze its prey solid. After immobilizing its prey in ice,
this Pokémon enjoys eating it in leisurely fashion."
363,"spheal",363,8,395,4,"Spheal always travels by rolling around on its ball-like body.
When the season for ice floes arrives, this Pokémon can be
seen rolling about on ice and crossing the sea."
364,"sealeo",364,11,876,4,"Sealeo often balances and rolls things on the tip of its
nose. While the Pokémon is rolling something, it checks
the object’s aroma and texture to determine whether it likes
the object or not."
365,"walrein",365,14,1506,4,"Walrein swims all over in frigid seawater while crushing
icebergs with its grand, imposing tusks. Its thick layer of
blubber makes enemy attacks bounce off harmlessly."
366,"clamperl",366,4,525,4,"Clamperl grows while being protected by its rock-hard shell.
When its body becomes too large to fit inside the shell, it is
sure evidence that this Pokémon is getting close to evolution."
367,"huntail",367,17,270,4,"Huntail’s tail is shaped like a fish. It uses the tail to attract
prey, then swallows the prey whole with its large, gaping
mouth. This Pokémon swims by wiggling its slender body
like a snake."
368,"gorebyss",368,18,226,4,"Although Gorebyss is the very picture of elegance and beauty
while swimming, it is also cruel. When it spots prey, this
Pokémon inserts its thin mouth into the prey’s body and drains
the prey of its body fluids."
369,"relicanth",369,10,234,1,"Relicanth is a rare species that was discovered in deep-sea
explorations. This Pokémon’s body withstands the enormous
water pressure of the ocean depths. Its body is covered in
tough scales that are like craggy rocks."
370,"luvdisc",370,6,87,6,"Luvdisc’s heart-shaped body is a symbol of love and romance.
It is said that any couple meeting this Pokémon is promised a
loving relationship that never ends."
371,"bagon",371,6,421,4,"Bagon harbors a never-ending dream of one day soaring high
among the clouds. As if trying to dispel its frustration over its
inability to fly, this Pokémon slams its hard head against huge
rocks and shatters them into pebbles."
372,"shelgon",372,11,1105,4,"Covering Shelgon’s body are outgrowths much like bones.
The shell is very hard and bounces off enemy attacks.
When awaiting evolution, this Pokémon hides away in a cavern."
373,"salamence",373,15,1026,4,"By evolving into Salamence, this Pokémon finally
realizes its long-held dream of growing wings. To express
its joy, it flies and wheels all over the sky while spouting
flames from its mouth."
374,"beldum",374,6,952,-1,"Beldum keeps itself floating by generating a magnetic force
that repels earth’s natural magnetism. When it sleeps, this
Pokémon anchors itself to a cliff using the hooks on its rear."
375,"metang",375,12,2025,-1,"When two Beldum fuse together, Metang is formed.
The brains of the Beldum are joined by a magnetic
nervous system. This Pokémon turns its arms to the
rear for traveling at high speed."
376,"metagross",376,16,5500,-1,"Metagross is the result of two Metang achieving fusion.
When hunting, this Pokémon pins the prey to the ground under
its massive body. It then eats the helpless victim using the
large mouth on its stomach."
377,"regirock",377,17,2300,-1,"Regirock’s body is composed entirely of rocks. Recently,
a study made the startling discovery that the rocks were all
unearthed from different locations."
378,"regice",378,18,1750,-1,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit.
Things will freeze solid just by going near this Pokémon.
Its icy body is so cold, it will not melt even if it is immersed
in magma."
379,"registeel",379,19,2050,-1,"Registeel was imprisoned by people in ancient times.
The metal composing its body is thought to be a curious
substance that is not of this earth."
380,"latias",380,14,400,8,"Latias is highly intelligent and capable of understanding
human speech. It is covered with a glass-like down.
The Pokémon enfolds its body with its down and refracts
light to alter its appearance."
381,"latios",381,20,600,0,"Latios will only open its heart to a Trainer with a
compassionate spirit. This Pokémon can fly faster than a
jet plane by folding its forelegs to minimize air resistance."
382,"kyogre",382,45,3520,-1,"Kyogre is said to be the personification of the sea itself.
Legends tell of its many clashes against Groudon,
as each sought to gain the power of nature."
383,"groudon",383,35,9500,-1,"Through Primal Reversion and with nature’s full power,
it will take back its true form. It can cause magma to
erupt and expand the landmass of the world."
384,"rayquaza",384,70,2065,-1,"It flies forever through the ozone layer, consuming
meteoroids for sustenance. The many meteoroids
in its body provide the energy it needs to Mega Evolve."
385,"jirachi",385,3,11,-1,"Jirachi will awaken from its sleep of a thousand years if you
sing to it in a voice of purity. It is said to make true any wish
that people desire."
386,"deoxys-normal",386,17,608,-1,"Deoxys emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokémon
shoots lasers from the crystalline organ on its chest."
387,"turtwig",387,4,102,1,"It undertakes photosynthesis with its body, making
oxygen. The leaf on its head wilts if it is thirsty."
388,"grotle",388,11,970,1,"It knows where pure water wells up. It carries fellow
Pokémon there on its back."
389,"torterra",389,22,3100,1,"Small Pokémon occasionally gather on its unmoving
back to begin building their nests."
390,"chimchar",390,5,62,1,"The gas made in its belly burns from its rear end.
The fire burns weakly when it feels sick."
391,"monferno",391,9,220,1,"It uses ceilings and walls to launch aerial attacks.
Its fiery tail is but one weapon."
392,"infernape",392,12,550,1,"It tosses its enemies around with agility. It uses all
its limbs to fight in its own unique style."
393,"piplup",393,4,52,1,"Because it is very proud, it hates accepting food
from people. Its thick down guards it from cold."
394,"prinplup",394,8,230,1,"It lives a solitary life. Its wings deliver wicked blows
that can snap even the thickest of trees."
395,"empoleon",395,17,845,1,"The three horns that extend from its beak attest to
its power. The leader has the biggest horns."
396,"starly",396,3,20,4,"They flock around mountains and fields, chasing
after bug Pokémon. Their singing is noisy
and annoying."
397,"staravia",397,6,155,4,"It lives in forests and fields. Squabbles over
territory occur when flocks collide."
398,"staraptor",398,12,249,4,"When Staravia evolve into Staraptor, they leave the
flock to live alone. They have sturdy wings."
399,"bidoof",399,5,200,4,"It constantly gnaws on logs and rocks to whittle
down its front teeth. It nests alongside water."
400,"bibarel",400,10,315,4,"It makes its nest by damming streams with bark and
mud. It is known as an industrious worker."
401,"kricketot",401,3,22,4,"When its antennae hit each other, it sounds like the
music of a xylophone."
402,"kricketune",402,10,255,4,"It signals its emotions with its melodies. Scientists
are studying these melodic patterns."
403,"shinx",403,5,95,4,"All of its fur dazzles if danger is sensed. It flees
while the foe is momentarily blinded."
404,"luxio",404,9,305,4,"Strong electricity courses through the tips of its
sharp claws. A light scratch causes fainting in foes."
405,"luxray",405,14,420,4,"Luxray’s ability to see through objects comes in
handy when it’s scouting for danger."
406,"budew",406,2,12,4,"Over the winter, it closes its bud and endures the
cold. In spring, the bud opens and releases pollen."
407,"roserade",407,9,145,4,"With the movements of a dancer, it strikes with
whips that are densely lined with poison thorns."
408,"cranidos",408,9,315,1,"A lifelong jungle dweller from 100 million years
ago, it would snap obstructing trees with headbutts."
409,"rampardos",409,16,1025,1,"Its skull is as hard as iron. It is a brute that tears
down jungle trees while catching prey."
410,"shieldon",410,5,570,1,"It was generated from a fossil dug out of a layer of
clay that was older than anyone knows. It has a
sturdy face."
411,"bastiodon",411,13,1495,1,"Any frontal attack is repulsed. It is a docile
Pokémon that feeds on grass and berries."
412,"burmy",412,2,34,4,"If its cloak is broken in battle, it quickly remakes
the cloak with materials nearby."
413,"wormadam-plant",413,5,65,8,"When Burmy evolved, its cloak became a part of
this Pokémon’s body. The cloak is never shed."
414,"mothim",414,9,233,0,"It flutters around at night and steals honey from
the Combee hive."
415,"combee",415,3,55,1,"It collects and delivers honey to its colony.
At night, they cluster to form a beehive and sleep."
416,"vespiquen",416,12,385,8,"Its abdomen is a honeycomb for grubs. It raises its
grubs on honey collected by Combee."
417,"pachirisu",417,4,39,4,"A pair may be seen rubbing their cheek pouches
together in an effort to share stored electricity."
418,"buizel",418,7,295,4,"It inflates the flotation sac around its neck and
pokes its head out of the water to see what is
going on."
419,"floatzel",419,11,335,4,"Its flotation sac developed as a result of pursuing
aquatic prey. It can double as a rubber raft."
420,"cherubi",420,4,33,4,"It evolves by sucking the energy out of the small
ball where it had been storing nutrients."
421,"cherrim",421,5,93,4,"If it senses strong sunlight, it opens its folded
petals to absorb the sun’s rays with its whole body."
422,"shellos",422,3,63,4,"Its shape and coloration vary, depending on
its habitat."
423,"gastrodon",423,9,299,4,"It apparently had a huge shell for protection in
ancient times. It lives in shallow tidal pools."
424,"ambipom",424,12,203,4,"To eat, it deftly shucks nuts with its two tails.
It rarely uses its arms now."
425,"drifloon",425,4,12,4,"These Pokémon are called the “Signpost for
Wandering Spirits.” Children holding them
sometimes vanish."
426,"drifblim",426,12,150,4,"It’s drowsy in daytime, but flies off in the evening in
big groups. No one knows where they go."
427,"buneary",427,4,55,4,"When it senses danger, it perks up its ears.
On cold nights, it sleeps with its head tucked into
its fur."
428,"lopunny",428,12,333,4,"The ears appear to be delicate. If they are touched
roughly, it kicks with its graceful legs."
429,"mismagius",429,9,44,4,"Its cries sound like incantations to torment the foe.
It appears where you least expect it."
430,"honchkrow",430,9,273,4,"Becoming active at night, it is known to swarm with
numerous Murkrow in tow."
431,"glameow",431,5,39,6,"When it’s happy, Glameow demonstrates beautiful
movements of its tail, like a dancing ribbon."
432,"purugly",432,10,438,6,"To make itself appear intimidatingly beefy, it tightly
cinches its waist with its twin tails."
433,"chingling",433,2,6,4,"There is an orb inside its mouth. When it hops,
the orb bounces all over and makes a
ringing sound."
434,"stunky",434,4,192,4,"It protects itself by spraying a noxious fluid from its
rear. The stench lingers for 24 hours."
435,"skuntank",435,10,380,4,"It sprays a stinky fluid from its tail. The fluid smells
worse the longer it is allowed to fester."
436,"bronzor",436,5,605,-1,"Implements shaped like it were discovered in
ancient tombs. It is unknown if they are related."
437,"bronzong",437,13,1870,-1,"Ancient people believed that petitioning Bronzong
for rain was the way to make crops grow."
438,"bonsly",438,5,150,4,"It prefers an arid atmosphere. It leaks water that
looks like tears when adjusting its moisture level."
439,"mime-jr",439,6,130,4,"It habitually mimics foes. Once mimicked, the foe
cannot take its eyes off this Pokémon."
440,"happiny",440,6,244,8,"It carefully carries a round, white rock that it thinks
is an egg. It’s bothered by how curly its hair looks."
441,"chatot",441,5,19,4,"It can learn and speak human words. If they gather,
they all learn the same saying."
442,"spiritomb",442,10,1080,4,"It was bound to a fissure in an odd keystone as
punishment for misdeeds 500 years ago."
443,"gible",443,7,205,4,"It nests in small, horizontal holes in cave walls.
It pounces to catch prey that stray too close."
444,"gabite",444,14,560,4,"As it digs to expand its nest, it habitually digs up
gems that it then hoards in its nest."
445,"garchomp",445,19,950,4,"It flies at speeds equal to a jet fighter plane.
It never allows its prey to escape."
446,"munchlax",446,6,1050,1,"It conceals food under the long fur on its body.
It carts around this food stash and swallows it
without chewing."
447,"riolu",447,7,202,1,"The aura that emanates from its body intensifies to
alert others if it is afraid or sad."
448,"lucario",448,12,540,1,"By reading the auras of all things, it can tell how
others are feeling from over half a mile away."
449,"hippopotas",449,8,495,4,"It enshrouds itself with sand to protect itself from
germs. It does not enjoy getting wet."
450,"hippowdon",450,20,3000,4,"It blasts internally stored sand from ports on its
body to create a towering twister for attack."
451,"skorupi",451,8,120,4,"It burrows under the sand to lie in wait for prey.
Its tail claws can inject its prey with a
savage poison."
452,"drapion",452,13,615,4,"It has the power in its clawed arms to make scrap
of a car. The tips of its claws release poison."
453,"croagunk",453,7,230,4,"Inflating its poison sacs, it fills the area with an odd
sound and hits flinching opponents with a
poison jab."
454,"toxicroak",454,13,444,4,"Its knuckle claws secrete a toxin so vile that even a
scratch could prove fatal."
455,"carnivine",455,14,270,4,"It binds itself to trees in marshes. It attracts prey
with its sweet-smelling drool and gulps them down."
456,"finneon",456,4,70,4,"After long exposure to sunlight, the patterns on its
tail fins shine vividly when darkness arrives."
457,"lumineon",457,12,240,4,"To avoid detection by predators, it crawls along the
seafloor using the two fins on its chest."
458,"mantyke",458,10,650,4,"When it swims close to the surface of the ocean,
people aboard ships are able to observe the pattern
on its back."
459,"snover",459,10,505,4,"In the spring, it grows berries with the texture of
frozen treats around its belly."
460,"abomasnow",460,22,1355,4,"It lives a quiet life on mountains that are perpetually
covered in snow. It hides itself by whipping
up blizzards."
461,"weavile",461,11,340,4,"They live in cold regions, forming groups of four or
five that hunt prey with impressive coordination."
462,"magnezone",462,12,1800,-1,"It evolved from exposure to a special magnetic
field. Three units generate magnetism."
463,"lickilicky",463,17,1400,4,"Their saliva contains lots of components that can
dissolve anything. The numbness caused by their
lick does not dissipate."
464,"rhyperior",464,24,2828,4,"It puts rocks in holes in its palms and uses its
muscles to shoot them. Geodude are shot at
rare times."
465,"tangrowth",465,20,1286,4,"Its vines grow so profusely that, in the warm
season, you can’t even see its eyes."
466,"electivire",466,18,1386,2,"It pushes the tips of its two tails against the foe,
then lets loose with over 20,000 volts of power."
467,"magmortar",467,16,680,2,"It blasts fireballs of over 3,600 degrees Fahrenheit
out of its arms. Its breath also sears and sizzles."
468,"togekiss",468,15,380,1,"It shares many blessings with people who respect
one another’s rights and avoid needless strife."
469,"yanmega",469,19,515,4,"This six-legged Pokémon is easily capable of
transporting an adult in flight. The wings on its tail
help it stay balanced."
470,"leafeon",470,10,255,1,"Just like a plant, it uses photosynthesis. As a result,
it is always enveloped in clear air."
471,"glaceon",471,8,259,1,"It lowers its body heat to freeze its fur. The hairs
then become like needles it can fire."
472,"gliscor",472,20,425,4,"Its flight is soundless. It uses its lengthy tail to
carry off its prey... Then its elongated fangs do
the rest."
473,"mamoswine",473,25,2910,4,"Its impressive tusks are made of ice. The population
thinned when it turned warm after the ice age."
474,"porygon-z",474,9,340,-1,"Its programming was modified to enable it to travel
through alien dimensions. Seems there might have
been an error..."
475,"gallade",475,16,520,0,"A master of courtesy and swordsmanship, it fights
using extending swords on its elbows."
476,"probopass",476,14,3400,4,"It freely controls three small units called Mini-Noses
using magnetic force."
477,"dusknoir",477,22,1066,4,"The antenna on its head captures radio waves from
the world of spirits that command it to take
people there."
478,"froslass",478,13,266,8,"Legends in snowy regions say that a woman who
was lost on an icy mountain was reborn as Froslass."
479,"rotom",479,3,3,-1,"Its body is composed of plasma. It is known to
infiltrate electronic devices and wreak havoc."
480,"uxie",480,3,3,-1,"It is said that its emergence gave humans the
intelligence to improve their quality of life."
481,"mesprit",481,3,3,-1,"It sleeps at the bottom of a lake. Its spirit is said to
leave its body to fly on the lake’s surface."
482,"azelf",482,3,3,-1,"It is thought that Uxie, Mesprit, and Azelf all came
from the same egg."
483,"dialga",483,54,6830,-1,"It has the power to control time. It appears in
Sinnoh-region myths as an ancient deity."
484,"palkia",484,42,3360,-1,"It has the ability to distort space. It is described as
a deity in Sinnoh-region mythology."
485,"heatran",485,17,4300,4,"Boiling blood, like magma, circulates through its
body. It makes its dwelling place in volcanic caves."
486,"regigigas",486,37,4200,-1,"There is an enduring legend that states this
Pokémon towed continents with ropes."
487,"giratina-altered",487,45,7500,-1,"It was banished for its violence. It silently gazed
upon the old world from the Distortion World."
488,"cresselia",488,15,856,8,"Those who sleep holding Cresselia’s feather are
assured of joyful dreams. It is said to represent
the crescent moon."
489,"phione",489,4,31,-1,"It drifts in warm seas. It always returns to where it
was born, no matter how far it may have drifted."
490,"manaphy",490,3,14,-1,"It starts its life with a wondrous power that permits
it to bond with any kind of Pokémon."
491,"darkrai",491,15,505,-1,"It can lull people to sleep and make them dream.
It is active during nights of the new moon."
492,"shaymin-land",492,2,21,-1,"The blooming of Gracidea flowers confers the
power of flight upon it. Feelings of gratitude are
the message it delivers."
493,"arceus",493,32,3200,-1,"It is told in mythology that this Pokémon was born
before the universe even existed."
494,"victini",494,4,40,-1,"When it shares the infinite energy it creates,
that being’s entire body will be overflowing
with power."
495,"snivy",495,6,81,1,"They photosynthesize by bathing their tails in
sunlight. When they are not feeling well, their
tails droop."
496,"servine",496,8,160,1,"When it gets dirty, its leaves can’t be used in
photosynthesis, so it always keeps itself clean."
497,"serperior",497,33,630,1,"It can stop its opponents’ movements with just a
glare. It takes in solar energy and boosts
it internally."
498,"tepig",498,5,99,1,"It loves to eat roasted berries, but sometimes it
gets too excited and burns them to a crisp."
499,"pignite",499,10,555,1,"When its internal fire flares up, its movements grow
sharper and faster. When in trouble, it emits smoke."
500,"emboar",500,16,1500,1,"It has mastered fast and powerful fighting moves.
It grows a beard of fire."
501,"oshawott",501,5,59,1,"It fights using the scalchop on its stomach.
In response to an attack, it retaliates immediately
by slashing."
502,"dewott",502,8,245,1,"As a result of strict training, each Dewott learns
different forms for using the scalchops."
503,"samurott",503,15,946,1,"One swing of the sword incorporated in its armor
can fell an opponent. A simple glare from one of
them quiets everybody."
504,"patrat",504,5,116,4,"Extremely cautious, one of them will always be on
the lookout, but it won’t notice a foe coming
from behind."
505,"watchog",505,11,270,4,"When they see an enemy, their tails stand high,
and they spit the seeds of berries stored in their
cheek pouches."
506,"lillipup",506,4,41,4,"Though it is a very brave Pokémon, it’s also smart
enough to check its foe’s strength and avoid battle."
507,"herdier",507,9,147,4,"It has black, cape-like fur that is very hard and
decreases the amount of damage it receives."
508,"stoutland",508,12,610,4,"Being wrapped in its long fur is so comfortable
that a person would be fine even overnight on a
wintry mountain."
509,"purrloin",509,4,101,4,"They steal from people for fun, but their victims
can’t help but forgive them. Their deceptively cute
act is perfect."
510,"liepard",510,11,375,4,"Stealthily, it sneaks up on its target, striking from
behind before its victim has a chance to react."
511,"pansage",511,6,105,1,"It’s good at finding berries and gathers them from
all over. It’s kind enough to share them
with friends."
512,"simisage",512,11,305,1,"Ill tempered, it fights by swinging its barbed tail
around wildly. The leaf growing on its head is
very bitter."
513,"pansear",513,6,110,1,"This Pokémon lives in caves in volcanoes.
The fire within the tuft on its head can reach
600 degrees Fahrenheit."
514,"simisear",514,10,280,1,"When it gets excited, embers rise from its head
and tail and it gets hot. For some reason, it
loves sweets."
515,"panpour",515,6,135,1,"The water stored inside the tuft on its head is full of
nutrients. Plants that receive its water grow large."
516,"simipour",516,10,290,1,"It prefers places with clean water. When its tuft runs
low, it replenishes it by siphoning up water with
its tail."
517,"munna",517,6,233,4,"It eats the dreams of people and Pokémon. When it
eats a pleasant dream, it expels pink-colored mist."
518,"musharna",518,11,605,4,"The dream mist coming from its forehead changes
into many different colors depending on the dream
that was eaten."
519,"pidove",519,3,21,4,"These Pokémon live in cities. They are accustomed
to people. Flocks often gather in parks and plazas."
520,"tranquill",520,6,150,4,"No matter where in the world it goes, it knows
where its nest is, so it never gets separated from
its Trainer."
521,"unfezant",521,12,290,4,"Males have plumage on their heads. They will never
let themselves feel close to anyone other than
their Trainers."
522,"blitzle",522,8,298,4,"Its mane shines when it discharges electricity.
They use the frequency and rhythm of these flashes
to communicate."
523,"zebstrika",523,16,795,4,"They have lightning-like movements.
When Zebstrika run at full speed, the sound of
thunder reverberates."
524,"roggenrola",524,4,180,4,"They were discovered a hundred years ago in an
earthquake fissure. Inside each one is an
energy core."
525,"boldore",525,9,1020,4,"When it is healthy, its core sticks out. Always facing
the same way, it swiftly moves front to back and left
to right."
526,"gigalith",526,17,2600,4,"Compressing the energy from its internal core
lets it fire off an attack capable of blowing away
a mountain."
527,"woobat",527,4,21,4,"The heart-shaped mark left on a body after a
Woobat has been attached to it is said to bring
good fortune."
528,"swoobat",528,9,105,4,"Anyone who comes into contact with the ultrasonic
waves emitted by a courting male experiences a
positive mood shift."
529,"drilbur",529,3,85,4,"By spinning its body, it can dig straight through the
ground at a speed of 30 mph."
530,"excadrill",530,7,404,4,"More than 300 feet below the surface, they build
mazelike nests. Their activity can be destructive to
subway tunnels."
531,"audino",531,11,310,4,"It touches others with the feelers on its ears, using
the sound of their heartbeats to tell how they
are feeling."
532,"timburr",532,6,125,2,"Always carrying squared logs, they help out with
construction. As they grow, they carry bigger logs."
533,"gurdurr",533,12,400,2,"This Pokémon is so muscular and strongly built that
even a group of wrestlers could not make it budge
an inch."
534,"conkeldurr",534,14,870,2,"Rather than rely on force, they master moves that
utilize the centrifugal force of spinning concrete."
535,"tympole",535,5,45,4,"By vibrating its cheeks, it emits sound waves
imperceptible to humans. It uses the rhythm of
these sounds to talk."
536,"palpitoad",536,8,170,4,"It lives in the water and on land. It uses its long,
sticky tongue to immobilize its opponents."
537,"seismitoad",537,15,620,4,"They shoot paralyzing liquid from their head bumps.
They use vibration to hurt their opponents."
538,"throh",538,13,555,0,"When it encounters a foe bigger than itself, it wants
to throw it. It changes belts as it gets stronger."
539,"sawk",539,14,510,0,"Tying their belts gets them pumped and makes their
punches more destructive. Disturbing their training
angers them."
540,"sewaddle",540,3,25,4,"Since this Pokémon makes its own clothes out of
leaves, it is a popular mascot for fashion designers."
541,"swadloon",541,5,73,4,"It protects itself from the cold by wrapping up in
leaves. It stays on the move, eating leaves
in forests."
542,"leavanny",542,12,205,4,"It keeps its eggs warm with heat from fermenting
leaves. It also uses leaves to make warm wrappings
for Sewaddle."
543,"venipede",543,4,53,4,"Its bite injects a potent poison, enough to paralyze
large bird Pokémon that try to prey on it."
544,"whirlipede",544,12,585,4,"It is usually motionless, but when attacked,
it rotates at high speed and then crashes into
its opponent."
545,"scolipede",545,25,2005,4,"With quick movements, it chases down its foes,
attacking relentlessly with its horns until it prevails."
546,"cottonee",546,3,6,4,"Perhaps because they feel more at ease in a group,
they stick to others they find. They end up looking
like a cloud."
547,"whimsicott",547,7,66,4,"Like the wind, it can slip through any gap,
no matter how small. It leaves balls of white
fluff behind."
548,"petilil",548,5,66,8,"Since they prefer moist, nutrient-rich soil, the areas
where Petilil live are known to be good for
growing plants."
549,"lilligant",549,11,163,8,"Even veteran Trainers face a challenge in getting its
beautiful flower to bloom. This Pokémon is popular
with celebrities."
550,"basculin-red-striped",550,10,180,4,"Red and blue Basculin usually do not get along,
but sometimes members of one school mingle with
the other’s school."
551,"sandile",551,7,152,4,"They live buried in the sands of the desert.
The sun-warmed sands prevent their body
temperature from dropping."
552,"krokorok",552,10,334,4,"The special membrane covering its eyes can sense
the heat of objects, so it can see its surroundings
even in darkness."
553,"krookodile",553,15,963,4,"They never allow prey to escape. Their jaws
are so powerful, they can crush the body of
an automobile."
554,"darumaka",554,6,375,4,"When it sleeps, it pulls its limbs into its
body and its internal fire goes down to
1,100 degrees Fahrenheit."
555,"darmanitan-standard",555,13,929,4,"Its internal fire burns at 2,500 degrees Fahrenheit,
making enough power that it can destroy a dump
truck with one punch."
556,"maractus",556,10,280,4,"Arid regions are their habitat. They move
rhythmically, making a sound similar to maracas."
557,"dwebble",557,3,145,4,"When it finds a stone of a suitable size, it secretes
a liquid from its mouth to open up a hole to
crawl into."
558,"crustle",558,14,2000,4,"Competing for territory, Crustle fight viciously.
The one whose boulder is broken is the loser of
the battle."
559,"scraggy",559,6,118,4,"Proud of its sturdy skull, it suddenly headbutts
everything, but its weight makes it unstable, too."
560,"scrafty",560,11,300,4,"It can smash concrete blocks with its kicking
attacks. The one with the biggest crest is the
group leader."
561,"sigilyph",561,14,140,4,"The guardians of an ancient city, they always fly
the same route while keeping watch for invaders."
562,"yamask",562,5,15,4,"Each of them carries a mask that used to be its face
when it was human. Sometimes they look at it
and cry."
563,"cofagrigus",563,17,765,4,"Grave robbers who mistake them for real coffins and
get too close end up trapped inside their bodies."
564,"tirtouga",564,7,165,1,"Restored from a fossil, this Pokémon can dive to
depths beyond half a mile."
565,"carracosta",565,12,810,1,"It could knock out a foe with a slap from one of its
developed front appendages and chew it up, shell
or bones and all."
566,"archen",566,5,95,1,"Said to be an ancestor of bird Pokémon, they were
unable to fly and moved about by hopping from one
branch to another."
567,"archeops",567,14,320,1,"It runs better than it flies. It takes off into the sky
by running at a speed of 25 mph."
568,"trubbish",568,6,310,4,"Inhaling the gas they belch will make you sleep for
a week. They prefer unsanitary places."
569,"garbodor",569,19,1073,4,"Consuming garbage makes new kinds of poison
gases and liquids inside their bodies."
570,"zorua",570,7,125,1,"To protect themselves from danger, they hide their
true identities by transforming into people
and Pokémon."
571,"zoroark",571,16,811,1,"Bonds between these Pokémon are very strong.
It protects the safety of its pack by tricking
its opponents."
